gene,composite_rank,decile,stratum,batch_no
SLC39A2,12501.5,4,4,2
DENND2C,11551.5,4,4,2
HSD3B1,13197.5,4,4,2
TRABD2B,13223.5,4,4,2
HUS1B,11535.0,4,4,2
OSCAR,12990.5,4,4,2
NPLOC4,11856.5,4,4,2
TNFRSF4,11467.5,4,4,2
SRRM2,12049.5,4,4,2
EPM2AIP1,12292.5,4,4,2
CYP2B6,12802.5,4,4,2
ZNF579,11509.5,4,4,2
ANKRD9,12892.5,4,4,2
OLAH,13228.5,4,4,2
ZHX2,12779.5,4,4,2
ZNF648,12912.5,4,4,2
HLA-DPA1,12070.5,4,4,2
ENDOU,11796.5,4,4,2
CCKAR,11760.5,4,4,2
GRAMD4,11481.5,4,4,2
NKRF,12471.5,4,4,2
OR10K1,12362.5,4,4,2
CPEB1,11788.5,4,4,2
FAS,11795.5,4,4,2
EYA4,11961.5,4,4,2
CMAS,12282.5,4,4,2
CDRT15,12965.5,4,4,2
SERINC1,12753.5,4,4,2
VPS45,11958.0,4,4,2
C1orf210,13300.5,4,4,2
SLC6A8,11554.5,4,4,2
HNF4A,12104.5,4,4,2
HHAT,13187.5,4,4,2
TMEM213,12338.5,4,4,2
CYP2C8,12246.5,4,4,2
EMID1,12507.5,4,4,2
KLF2,12844.5,4,4,2
RASSF1,12152.5,4,4,2
KRTAP10-1,13113.5,4,4,2
IL9,12168.5,4,4,2
CDY2B,12620.5,4,4,3
MRPS18B,12249.5,4,4,3
ZNF106,12783.5,4,4,3
FOXJ1,13095.5,4,4,3
2023-09-04 00:00:00,11694.5,4,4,3
P3H1,13008.5,4,4,3
TOP3A,11498.5,4,4,3
SLC25A45,13273.5,4,4,3
LHX4,11416.5,4,4,3
KIF25,11766.5,4,4,3
LDLRAD3,11824.5,4,4,3
UBA5,12906.5,4,4,3
TEX30,12357.5,4,4,3
MANEA,11551.5,4,4,3
CCDC184,11436.5,4,4,3
MZB1,12429.5,4,4,3
ASB2,11705.5,4,4,3
LOC441155,13008.5,4,4,3
HEXB,12839.5,4,4,3
RAB8A,11986.5,4,4,3
FANCG,12787.5,4,4,3
CENPU,12137.5,4,4,3
C19orf18,13270.5,4,4,3
GOLGA7,12392.5,4,4,3
SCIN,12634.5,4,4,3
RAD51AP1,13106.5,4,4,3
ZIC1,13278.5,4,4,3
COPS8,11600.5,4,4,3
P4HTM,12062.5,4,4,3
HNRNPAB,12314.5,4,4,3
TRAPPC12,11995.5,4,4,3
TLX2,11777.5,4,4,3
RYK,11991.5,4,4,3
INAFM1,12600.5,4,4,3
B4GAT1,11795.5,4,4,3
PCDH17,12477.5,4,4,3
SPANXN3,13215.5,4,4,3
CYB5R4,12777.5,4,4,3
POM121,12853.5,4,4,3
LEPROTL1,11956.5,4,4,3
SLC35A5,11806.5,4,4,3
ZNF692,12176.5,4,4,3
RPS10,12163.5,4,4,3
MED24,12672.0,4,4,3
OAS2,12814.5,4,4,3
ATP5C1,12242.5,4,4,3
KRT80,11562.5,4,4,3
JAKMIP1,11558.5,4,4,3
ZDHHC11,11771.5,4,4,3
DDX51,11469.5,4,4,3
RPS6KA1,12138.5,4,4,3
BLOC1S6,12942.5,4,4,3
TAOK1,12769.5,4,4,3
NTN3,12958.5,4,4,3
MUCL1,12377.5,4,4,3
LYVE1,12418.5,4,4,3
PWP2,12356.5,4,4,3
KLK8,12889.5,4,4,3
HTR5A,12868.5,4,4,3
LAMA5,12734.5,4,4,3
CCDC120,13107.0,4,4,4
SHKBP1,13274.5,4,4,4
SLC22A10,12935.5,4,4,4
LOC101929372,12573.5,4,4,4
CEP72,12172.5,4,4,4
MYB,12501.5,4,4,4
RIPPLY3,11840.5,4,4,4
PAX3,12749.5,4,4,4
BEND5,11637.5,4,4,4
AMIGO1,12818.5,4,4,4
KCNA6,12458.5,4,4,4
FOXC2,12185.5,4,4,4
ADGRF4,11714.5,4,4,4
ROR1,11670.5,4,4,4
NPSR1,13027.5,4,4,4
WDR63,11988.5,4,4,4
STX3,11613.5,4,4,4
UGT1A6,12621.5,4,4,4
ZCRB1,11636.5,4,4,4
HYAL1,12882.5,4,4,4
GCFC2,12663.5,4,4,4
LRP1B,11573.5,4,4,4
CENPF,13200.5,4,4,4
PIGN,12005.5,4,4,4
NKTR,12323.5,4,4,4
STAU2,11456.5,4,4,4
NUBP1,12416.5,4,4,4
NCEH1,12312.5,4,4,4
GPR78,11478.5,4,4,4
NOP10,13068.5,4,4,4
RNF152,11845.5,4,4,4
MRPL52,12874.5,4,4,4
ZNF425,13017.5,4,4,4
KRTAP3-3,12035.5,4,4,4
TMEM242,12714.5,4,4,4
DAZ4,11937.5,4,4,4
TEX26,11823.5,4,4,4
ARHGAP24,12180.5,4,4,4
SPINK7,12384.5,4,4,4
IFNB1,11458.5,4,4,4
RBM38,11734.5,4,4,4
CKLF-CMTM1,11966.5,4,4,4
ARL17A,11672.5,4,4,4
ORMDL3,12114.5,4,4,4
TGIF1,11485.0,4,4,4
SBDS,13204.5,4,4,4
NXPE2,12119.5,4,4,4
CA2,13190.5,4,4,4
POLR3B,11547.5,4,4,4
FNDC8,11898.5,4,4,4
TCF7,11683.5,4,4,4
TMCC2,13180.5,4,4,4
GBF1,11646.0,4,4,4
IWS1,13093.5,4,4,4
B3GAT1,11690.5,4,4,4
TMEM189,13185.5,4,4,4
CNN3,13007.5,4,4,4
SDHC,12621.5,4,4,4
C15orf26,13127.5,4,4,4
MFSD10,13123.5,4,4,4
PZP,12132.5,4,4,5
LYG2,11581.5,4,4,5
SPATA9,12128.5,4,4,5
GRHPR,11421.5,4,4,5
ZBP1,12266.5,4,4,5
HNRNPH1,11650.5,4,4,5
TEX264,12271.5,4,4,5
ABHD3,12906.5,4,4,5
CBX2,12241.5,4,4,5
ANKRD55,11795.5,4,4,5
ALDH9A1,12795.5,4,4,5
RUFY2,13318.5,4,4,5
C8orf86,12928.5,4,4,5
GKN2,11563.5,4,4,5
DSG3,12367.5,4,4,5
S100PBP,12766.5,4,4,5
SYNGR1,12197.5,4,4,5
IAPP,12725.5,4,4,5
MAFK,11870.5,4,4,5
GADD45GIP1,12371.5,4,4,5
TXLNA,12324.5,4,4,5
UHMK1,12076.5,4,4,5
PER1,13215.5,4,4,5
NUDCD2,12260.5,4,4,5
CHCHD4,12713.5,4,4,5
DUSP10,11682.5,4,4,5
CYP7A1,12607.5,4,4,5
OR5B21,12261.5,4,4,5
C14orf177,12392.5,4,4,5
OR9K2,13136.5,4,4,5
CACNB2,11665.5,4,4,5
DISP2,13318.0,4,4,5
ZBTB24,13212.5,4,4,5
SYTL1,12229.5,4,4,5
PGM2,12117.5,4,4,5
MAP3K10,12507.5,4,4,5
RPA4,13091.5,4,4,5
TRIM39-RPP21,12615.5,4,4,5
PVRL4,12508.5,4,4,5
POLR2E,13291.5,4,4,5
BZRAP1,12624.0,4,4,5
OR2W1,12224.5,4,4,5
ARHGEF19,12018.5,4,4,5
HMGA2,11528.5,4,4,5
RNF121,13174.5,4,4,5
HTR1A,11874.5,4,4,5
TTC34,12474.5,4,4,5
PUF60,12845.5,4,4,5
DBX1,11941.5,4,4,5
SCGN,12617.5,4,4,5
PTCHD3,13163.5,4,4,5
WDFY1,12177.5,4,4,5
OSGEP,12786.5,4,4,5
CHRNG,12354.5,4,4,5
RNF207,11764.5,4,4,5
VN1R1,13074.5,4,4,5
FAU,11766.5,4,4,5
GPRASP1,12488.5,4,4,5
HMOX2,12166.5,4,4,5
RAB30,12664.5,4,4,5
ZNF568,11529.5,4,4,6
CENPI,12767.5,4,4,6
ELK3,13032.5,4,4,6
MEGF10,12900.5,4,4,6
EIF3C,11865.5,4,4,6
OR4C13,11689.0,4,4,6
KRTAP9-3,11921.5,4,4,6
ARHGDIG,12515.5,4,4,6
RPS24,12513.5,4,4,6
PIGC,11995.0,4,4,6
PSPH,12152.5,4,4,6
LST1,13215.5,4,4,6
PAIP2,12241.5,4,4,6
HOXA13,11892.5,4,4,6
LDLRAD4,11737.5,4,4,6
LRBA,11400.5,4,4,6
LUZP6,11787.5,4,4,6
RB1,12275.0,4,4,6
AP2M1,12003.5,4,4,6
HIST1H2AI,11590.5,4,4,6
NEK11,11781.5,4,4,6
FAR2,12304.5,4,4,6
ARMCX4,12077.5,4,4,6
CARD10,11987.5,4,4,6
C16orf59,11485.5,4,4,6
HIST1H3D,11413.5,4,4,6
PDZD11,13027.5,4,4,6
SSBP4,12595.5,4,4,6
ARHGAP20,12911.5,4,4,6
PDZD3,12550.0,4,4,6
TST,12749.5,4,4,6
POT1,11988.5,4,4,6
MAGT1,12931.5,4,4,6
ZNF98,12885.5,4,4,6
ING4,13070.5,4,4,6
S1PR3,12450.5,4,4,6
MYO16,11786.5,4,4,6
TSPY8,11952.5,4,4,6
NAGPA,13324.5,4,4,6
MSI2,12636.5,4,4,6
PDXP,11909.5,4,4,6
GJB3,12635.5,4,4,6
SAP30BP,12198.5,4,4,6
DHRS7C,12165.5,4,4,6
ANKFN1,12084.5,4,4,6
WDR91,11735.5,4,4,6
XKRY2,12563.5,4,4,6
MTRNR2L8,13152.5,4,4,6
CLDN6,12211.5,4,4,6
C16orf54,11944.5,4,4,6
RABGAP1,12185.5,4,4,6
UTP6,11570.5,4,4,6
CHPT1,12223.5,4,4,6
YPEL4,12016.5,4,4,6
PRRG1,13004.5,4,4,6
HIBCH,12942.5,4,4,6
DNAJC5G,11665.5,4,4,6
CSK,12808.5,4,4,6
MMP13,11489.5,4,4,6
SLC35F3,11846.5,4,4,6
TXNIP,12144.5,4,4,7
GNB2L1,12848.5,4,4,7
SLC9A3R1,12120.5,4,4,7
ZNF18,11847.5,4,4,7
CNEP1R1,12341.5,4,4,7
RRM1,12156.5,4,4,7
C22orf39,12174.5,4,4,7
TRMT5,12081.5,4,4,7
PLA2G2F,11894.5,4,4,7
PHKA2,12155.5,4,4,7
TTPAL,11983.5,4,4,7
SMDT1,11552.5,4,4,7
G6PC2,13073.5,4,4,7
CSHL1,13245.5,4,4,7
COX14,11458.5,4,4,7
PRPF38A,12372.5,4,4,7
SCGB1D1,12394.5,4,4,7
OR4C11,12226.5,4,4,7
RHBDL2,11496.5,4,4,7
MAP1LC3A,12258.5,4,4,7
LOC100144595,12592.5,4,4,7
UBIAD1,11956.5,4,4,7
CFP,11468.5,4,4,7
PHF12,13150.5,4,4,7
GRIK3,12493.5,4,4,7
FBXO48,11645.0,4,4,7
TMEM205,13236.5,4,4,7
NRG3,12707.5,4,4,7
FAM220A,11576.5,4,4,7
CRYGA,11672.5,4,4,7
ENTPD5,11747.5,4,4,7
RCL1,11450.5,4,4,7
KRTAP12-4,12557.5,4,4,7
PCDHB4,12508.5,4,4,7
POLR3E,11912.5,4,4,7
ZBED9,12373.5,4,4,7
FCGR2A,12140.5,4,4,7
NODAL,12972.5,4,4,7
RUNDC3B,12916.5,4,4,7
RBBP4,12436.5,4,4,7
EFEMP1,12984.5,4,4,7
C9orf78,13063.5,4,4,7
RAB12,11761.5,4,4,7
TNS3,13140.5,4,4,7
PURA,12123.5,4,4,7
VCY1B,13109.5,4,4,7
FXYD4,12297.5,4,4,7
ADRA2B,13260.0,4,4,7
SAMD7,11680.5,4,4,7
ASXL2,12812.5,4,4,7
MRGPRD,12758.5,4,4,7
BCO2,11729.5,4,4,7
RPS27A,13157.5,4,4,7
TP53I13,11680.0,4,4,7
F8A2,12055.5,4,4,7
GSK3A,11716.5,4,4,7
MON1B,13291.5,4,4,7
ITGA10,12721.5,4,4,7
PFN2,12137.5,4,4,7
ADRBK2,11592.5,4,4,7
PAGE2,12544.5,4,4,8
AQP5,12770.5,4,4,8
LSM3,12109.5,4,4,8
MORN2,12732.5,4,4,8
RNF11,12677.5,4,4,8
RGR,11504.5,4,4,8
GOLIM4,12800.0,4,4,8
C15orf38-AP3S2,12339.5,4,4,8
RPS4X,12419.5,4,4,8
TYROBP,12361.5,4,4,8
DIDO1,11995.5,4,4,8
ENAH,12254.5,4,4,8
CNTN2,11665.5,4,4,8
FRMPD3,12253.5,4,4,8
SCGB3A2,11412.5,4,4,8
FANCM,12199.5,4,4,8
WISP3,12530.5,4,4,8
UQCRC2,11595.5,4,4,8
NDUFAF3,13134.0,4,4,8
LY96,13142.5,4,4,8
CASP3,11870.5,4,4,8
SULT1A1,13134.5,4,4,8
GXYLT1,13284.5,4,4,8
NRG4,12810.5,4,4,8
STRN,12466.5,4,4,8
KIAA0586,12781.5,4,4,8
SBNO1,13071.5,4,4,8
CD53,11876.5,4,4,8
NIF3L1,12246.5,4,4,8
LGI4,12052.5,4,4,8
LOXL4,12660.0,4,4,8
SOX10,11406.5,4,4,8
ARHGEF12,11483.5,4,4,8
STARD10,11518.5,4,4,8
TSPAN19,12080.5,4,4,8
BST1,12870.5,4,4,8
ALOX15B,12223.5,4,4,8
WDR38,11965.5,4,4,8
CORO1A,12663.5,4,4,8
RER1,11402.5,4,4,8
ALPK1,13150.5,4,4,8
CDC23,11636.5,4,4,8
WDFY4,12337.5,4,4,8
S100A7,12428.5,4,4,8
RNASE4,12065.5,4,4,8
RIMS2,12873.5,4,4,8
WBSCR17,12626.5,4,4,8
USMG5,12783.5,4,4,8
UBQLNL,11457.5,4,4,8
BEND7,12660.5,4,4,8
SLC12A1,13078.5,4,4,8
FBXL8,13271.5,4,4,8
SNX16,13190.5,4,4,8
RRN3,13262.5,4,4,8
MEX3B,11547.5,4,4,8
ZNF791,11484.5,4,4,8
GAB1,12581.5,4,4,8
SEC22B,13128.5,4,4,8
CIB1,12635.5,4,4,8
FAM129A,12612.5,4,4,8
CACNA1A,12642.5,4,4,9
HSD11B1L,12456.5,4,4,9
PPP1R16A,11933.5,4,4,9
CDK13,11463.5,4,4,9
ZNF503,11452.5,4,4,9
OR4F16,12080.5,4,4,9
ZFAND6,11637.5,4,4,9
COMMD9,11741.5,4,4,9
FEN1,13191.5,4,4,9
SRP72,12505.5,4,4,9
FAM19A2,13278.5,4,4,9
SPG21,12895.5,4,4,9
CYBB,13191.5,4,4,9
CD74,13198.5,4,4,9
TMEM139,12305.5,4,4,9
ADNP,12800.5,4,4,9
FTO,12552.5,4,4,9
UNC5CL,12144.5,4,4,9
GOLGA8H,12700.5,4,4,9
SPANXN5,12332.5,4,4,9
MRPS31,11430.0,4,4,9
RPS7,13133.5,4,4,9
RPGRIP1,13030.5,4,4,9
C20orf24,12813.5,4,4,9
PRKG2,11565.5,4,4,9
CABP5,12126.5,4,4,9
TMEM184A,12837.5,4,4,9
GATSL2,12365.5,4,4,9
ATR,12024.5,4,4,9
NAA35,13169.5,4,4,9
KCNJ4,12649.5,4,4,9
IER2,12816.5,4,4,9
PRR34,11580.5,4,4,9
MRPS18C,11699.0,4,4,9
MKI67,12070.5,4,4,9
CYB561D1,13306.5,4,4,9
WDFY2,11618.5,4,4,9
SEMA7A,12380.5,4,4,9
MAP3K6,12161.5,4,4,9
CGB8,11882.5,4,4,9
CREB3L1,11424.5,4,4,9
C11orf1,11461.5,4,4,9
C1orf112,12278.5,4,4,9
DOCK4,12377.5,4,4,9
UBL4B,13056.5,4,4,9
COL28A1,12619.5,4,4,9
LPAR2,13100.5,4,4,9
TMEM81,12312.5,4,4,9
DNAJC18,12390.5,4,4,9
C7orf31,12266.5,4,4,9
CARD17,12882.5,4,4,9
VASP,12914.5,4,4,9
GTF3C4,12735.5,4,4,9
TPH1,13215.5,4,4,9
ELP5,13320.0,4,4,9
SLC25A22,11924.5,4,4,9
HIVEP2,11966.5,4,4,9
CYP7B1,12610.5,4,4,9
CITED2,11532.5,4,4,9
GLB1L2,13224.5,4,4,9
ZIK1,13222.5,4,4,10
LPAR3,12769.5,4,4,10
SLC22A7,11632.5,4,4,10
KCNQ3,12408.5,4,4,10
ACADS,12910.5,4,4,10
HDAC1,11522.5,4,4,10
ZNF619,11693.5,4,4,10
LIN54,12869.5,4,4,10
EPHA2,13014.5,4,4,10
FAM124B,13312.5,4,4,10
MBOAT7,12453.5,4,4,10
BBS12,12639.5,4,4,10
HSD17B13,11937.5,4,4,10
TBC1D29,13083.5,4,4,10
MLYCD,11453.5,4,4,10
RBBP6,12157.5,4,4,10
BBS10,12726.5,4,4,10
OR13C9,13280.5,4,4,10
PTK2,12066.5,4,4,10
MRPL13,13282.5,4,4,10
ATF7IP,11574.5,4,4,10
STAT6,11897.5,4,4,10
SREBF1,11586.5,4,4,10
TRIM77,12257.5,4,4,10
JMJD6,11796.5,4,4,10
MTX1,11482.5,4,4,10
KRTAP21-2,11446.5,4,4,10
DKK1,12263.5,4,4,10
GGT7,13309.5,4,4,10
PERP,12841.5,4,4,10
KRTAP1-4,12211.5,4,4,10
MPDU1,12105.5,4,4,10
C9,11924.5,4,4,10
EPB42,12632.5,4,4,10
ZBTB10,11898.5,4,4,10
PPP4R4,13260.5,4,4,10
C9orf62,12040.5,4,4,10
STAT3,12736.5,4,4,10
FOXK2,11712.5,4,4,10
LIG3,11497.5,4,4,10
CAMK2G,11648.0,4,4,10
SLC23A2,12438.5,4,4,10
AZIN2,11936.5,4,4,10
CEP164,13223.5,4,4,10
COX15,11681.5,4,4,10
CD300LF,12937.5,4,4,10
ZBED5,13228.5,4,4,10
TUBA1B,12408.5,4,4,10
AGBL1,12652.5,4,4,10
PRPF4,13156.5,4,4,10
ALG8,12540.5,4,4,10
KCTD3,12150.5,4,4,10
PATE3,12479.5,4,4,10
TMEM86A,11588.5,4,4,10
PDF,12160.5,4,4,10
HEATR3,12171.5,4,4,10
ZC3HAV1,11945.5,4,4,10
RPA2,12303.5,4,4,10
MMP9,11461.5,4,4,10
POMP,13101.5,4,4,10
FOXD4,14838.5,5,5,1
PLB1,14589.5,5,5,1
WDR45B,14101.5,5,5,1
APBA3,14638.5,5,5,1
CPT2,13390.5,5,5,1
CHRDL1,14504.5,5,5,1
IFIT5,14421.5,5,5,1
DUSP7,14565.5,5,5,1
HIST1H2AJ,14529.0,5,5,1
STX1B,13850.5,5,5,1
LIN52,15179.5,5,5,1
DPM1,14960.5,5,5,1
RALBP1,15111.5,5,5,1
HTR3E,15177.5,5,5,1
RING1,14664.0,5,5,1
MTSS1L,15083.5,5,5,1
BHLHB9,14681.5,5,5,1
ZNF514,14987.5,5,5,1
PAFAH2,13887.5,5,5,1
C11orf44,14901.5,5,5,1
PHF20,14546.5,5,5,1
POU3F1,14790.5,5,5,1
RFX1,13390.5,5,5,1
LONRF3,14617.5,5,5,1
HPD,14159.5,5,5,1
RNF144B,13607.5,5,5,1
RPL26L1,14704.5,5,5,1
ZNF319,15041.5,5,5,1
HAP1,14891.5,5,5,1
ZNF823,13640.5,5,5,1
FGF16,13343.5,5,5,1
CILP2,13449.5,5,5,1
C12orf42,14970.5,5,5,1
GSTT2B,14059.0,5,5,1
SPOCD1,14202.5,5,5,1
KCND2,15140.5,5,5,1
GFM1,13333.5,5,5,1
MVD,13407.5,5,5,1
MRPL27,14138.5,5,5,1
ANKRD12,14272.5,5,5,1
SUSD5,14800.5,5,5,1
LRRC3B,14297.5,5,5,1
TMEM67,14781.5,5,5,1
OSBPL3,14845.5,5,5,1
IPP,14683.5,5,5,1
SPSB2,13877.5,5,5,1
FAM136A,15021.5,5,5,1
SKP2,14371.5,5,5,1
RNASEH2A,15182.5,5,5,1
INCENP,14874.5,5,5,1
FBXO28,14513.5,5,5,1
MPDZ,14702.5,5,5,1
C2CD5,15170.5,5,5,1
ZNF468,15042.5,5,5,1
VSTM1,14917.5,5,5,1
CAPN1,13501.5,5,5,1
MAP3K7,14161.5,5,5,1
EPHX3,14073.5,5,5,1
RELL2,14592.5,5,5,1
CGB1,14772.5,5,5,1
C7orf26,14561.5,5,5,2
NDUFV1,14938.5,5,5,2
CGGBP1,13566.5,5,5,2
RHNO1,14288.5,5,5,2
DGCR14,13646.5,5,5,2
ACAT2,14380.5,5,5,2
ANAPC2,13971.5,5,5,2
OR4A16,14324.5,5,5,2
KLHL14,14658.5,5,5,2
DAB2IP,15074.5,5,5,2
ITGAE,13984.5,5,5,2
ALG10B,13791.5,5,5,2
BEX4,15112.5,5,5,2
GSPT2,14378.5,5,5,2
DNAJC7,13571.5,5,5,2
KRT1,13618.5,5,5,2
NDUFB6,13611.5,5,5,2
HOXA10,15112.5,5,5,2
MFN1,14950.5,5,5,2
USP17L18,15072.5,5,5,2
KIR3DL2,14809.5,5,5,2
TEX37,15046.5,5,5,2
WNT9A,13407.5,5,5,2
AIFM2,14972.5,5,5,2
SMPD1,14846.5,5,5,2
TBC1D16,13993.5,5,5,2
FAAH,13546.5,5,5,2
PTPRM,14820.5,5,5,2
TMEM63A,14767.5,5,5,2
GALM,14410.5,5,5,2
SNX15,14179.5,5,5,2
PLD6,14205.5,5,5,2
GTF2IRD1,13713.5,5,5,2
D2HGDH,13542.5,5,5,2
B3GNT9,13886.5,5,5,2
SDCBP,14631.5,5,5,2
ACTC1,14315.5,5,5,2
TMEM89,13801.5,5,5,2
GRIN2A,13909.5,5,5,2
GDNF,15216.5,5,5,2
STAU1,14182.5,5,5,2
IL17RE,14997.5,5,5,2
IFI6,14679.5,5,5,2
HAPLN4,13612.5,5,5,2
DEFB105A,14819.5,5,5,2
ASB13,13538.5,5,5,2
ZNF395,14708.5,5,5,2
DSEL,13996.5,5,5,2
DESI2,14167.5,5,5,2
ZNF83,13839.5,5,5,2
CD274,13688.5,5,5,2
PJA2,14998.5,5,5,2
ZNF32,13900.5,5,5,2
NKAIN3,14937.5,5,5,2
RHD,13453.5,5,5,2
LOC388780,13592.5,5,5,2
PCIF1,14211.5,5,5,2
F3,14889.5,5,5,2
STX17,14472.5,5,5,2
NAPSA,14516.5,5,5,2
SPC25,13329.5,5,5,3
UBN2,13740.5,5,5,3
ATP2B4,14471.0,5,5,3
DCAF11,13727.5,5,5,3
FKTN,13411.5,5,5,3
GPHA2,13488.0,5,5,3
OR8D2,14045.5,5,5,3
SPDL1,13536.5,5,5,3
XPNPEP1,13683.5,5,5,3
PTDSS1,14880.5,5,5,3
OTOA,14433.5,5,5,3
SDE2,14623.5,5,5,3
TRMT10C,15116.5,5,5,3
RAB3IP,13374.5,5,5,3
RNASE2,13706.5,5,5,3
ANKRD20A2,14011.5,5,5,3
DUX4,13874.5,5,5,3
STMN1,14542.5,5,5,3
OLFM4,14614.0,5,5,3
DMXL2,14211.5,5,5,3
ZNF460,14416.5,5,5,3
ERAP1,13524.5,5,5,3
CT47A9,14008.5,5,5,3
CNPY1,14613.5,5,5,3
ASB18,14083.5,5,5,3
NCAPG2,14868.5,5,5,3
ECH1,14420.5,5,5,3
CHST11,14093.5,5,5,3
CCNB1IP1,14922.5,5,5,3
NBPF11,14389.5,5,5,3
TOR3A,13949.5,5,5,3
CYP2D6,14445.5,5,5,3
GREM1,13994.5,5,5,3
UBE2G1,14968.0,5,5,3
OR4K2,14819.5,5,5,3
MGARP,14099.5,5,5,3
SEC31A,14638.0,5,5,3
SFI1,14001.5,5,5,3
RSAD2,13336.5,5,5,3
TYRO3,14038.5,5,5,3
ANKRD54,13906.5,5,5,3
UGT2A2,14614.5,5,5,3
CD300C,14732.5,5,5,3
KIAA1429,14956.0,5,5,3
SHMT1,13489.5,5,5,3
WDR47,13338.5,5,5,3
TMEM74B,13927.5,5,5,3
TIPARP,14728.5,5,5,3
BCAR1,14867.5,5,5,3
DEPDC1B,13859.5,5,5,3
SLC35B4,14663.5,5,5,3
TSPY10,14024.5,5,5,3
TCEA2,13893.5,5,5,3
MTFMT,14749.5,5,5,3
SEC31B,14659.5,5,5,3
MAP4K2,14816.5,5,5,3
PTGES3L,14602.5,5,5,3
PPIG,13347.5,5,5,3
TMEM71,13980.5,5,5,3
CES5A,13423.5,5,5,3
PFKFB2,14641.5,5,5,4
SLC25A21,14151.5,5,5,4
CHORDC1,14322.0,5,5,4
LGR4,14508.5,5,5,4
CNOT11,14410.5,5,5,4
QRICH1,13694.5,5,5,4
USP27X,15087.5,5,5,4
ZNF440,15017.5,5,5,4
MOGAT1,14502.5,5,5,4
CAMTA1,14393.5,5,5,4
SECISBP2L,13707.5,5,5,4
LVRN,13658.5,5,5,4
CD79B,13469.5,5,5,4
FDXACB1,14703.5,5,5,4
MFAP3,13412.5,5,5,4
GORASP2,14254.5,5,5,4
RGS3,13858.5,5,5,4
ICAM5,13492.5,5,5,4
RPAP1,14978.0,5,5,4
DRC1,14050.5,5,5,4
CEP89,14028.5,5,5,4
TRPM3,13801.5,5,5,4
RNF149,13834.5,5,5,4
TM2D2,13638.0,5,5,4
IL17A,14940.5,5,5,4
LDAH,14052.5,5,5,4
DNAJB9,13373.0,5,5,4
ZNF805,14987.5,5,5,4
COMMD1,13683.5,5,5,4
TCF12,15121.5,5,5,4
MAN1A1,13978.5,5,5,4
KRTAP27-1,13705.5,5,5,4
HSFX1,14246.5,5,5,4
TMEM192,15023.0,5,5,4
ZNF768,15057.5,5,5,4
ATP5I,14765.0,5,5,4
NUMBL,15171.5,5,5,4
ANP32D,15081.5,5,5,4
RNF4,14527.5,5,5,4
NRL,14902.5,5,5,4
ERICH6B,14110.5,5,5,4
SYCE3,14924.5,5,5,4
USP37,13805.5,5,5,4
TAGAP,14599.5,5,5,4
CCDC171,14695.5,5,5,4
IGDCC3,13618.5,5,5,4
GLI1,13485.5,5,5,4
CDNF,13836.5,5,5,4
RHBDF2,14115.5,5,5,4
TSSK6,13815.5,5,5,4
SLC2A12,14416.5,5,5,4
PRRT4,13618.5,5,5,4
BAX,14788.5,5,5,4
RXFP4,13857.5,5,5,4
OPN4,14741.5,5,5,4
CXCL11,13955.5,5,5,4
SAPCD1,13842.5,5,5,4
PGAP3,13678.5,5,5,4
CABP4,14323.5,5,5,4
LCE1F,14788.5,5,5,4
C5orf49,14441.5,5,5,5
CYP1A2,14326.5,5,5,5
GALNT7,14978.5,5,5,5
LPGAT1,14868.5,5,5,5
HTRA2,14234.5,5,5,5
CHRNB3,14855.5,5,5,5
NLRP9,13690.5,5,5,5
EMILIN2,14478.5,5,5,5
PPP6R1,14432.5,5,5,5
SNRNP48,13413.5,5,5,5
MYBL2,14715.0,5,5,5
GSPT1,14891.5,5,5,5
ZNF407,13682.5,5,5,5
HCST,14179.5,5,5,5
FAM83B,14433.5,5,5,5
TULP4,13961.5,5,5,5
ERV3-1,14590.5,5,5,5
OR8K1,14669.5,5,5,5
DHFR,14262.5,5,5,5
CHURC1,14931.5,5,5,5
POLR3D,14579.5,5,5,5
DDX41,13362.5,5,5,5
COX11,14435.5,5,5,5
NPM1,15017.5,5,5,5
BRD7,13926.5,5,5,5
SMC1B,14773.0,5,5,5
OR52D1,14242.5,5,5,5
ARL2BP,14962.5,5,5,5
DYNAP,14057.5,5,5,5
LAMP2,15134.5,5,5,5
ABHD4,15122.5,5,5,5
SH2D3A,13954.5,5,5,5
ZBTB26,14789.5,5,5,5
RS1,13675.5,5,5,5
MAP2K2,13830.5,5,5,5
IPCEF1,15085.0,5,5,5
GRIK4,13611.5,5,5,5
RADIL,15107.5,5,5,5
OR10H5,14892.5,5,5,5
SPCS3,15141.0,5,5,5
MAT2B,14014.5,5,5,5
ZNF620,13868.5,5,5,5
METTL5,13911.5,5,5,5
C18orf21,14499.5,5,5,5
SSBP1,14644.5,5,5,5
PDCD10,13856.5,5,5,5
LMAN1,14080.5,5,5,5
VEGFA,14042.5,5,5,5
IFNL3,14842.5,5,5,5
EEF2KMT,13888.5,5,5,5
GAGE12H,13794.5,5,5,5
PSMD14,14654.5,5,5,5
LEAP2,14614.5,5,5,5
YLPM1,13765.5,5,5,5
CATSPER3,13493.5,5,5,5
PMP22,13398.5,5,5,5
TMEM171,14179.5,5,5,5
OR52E4,13401.5,5,5,5
TENM2,13816.5,5,5,5
CHST14,13466.0,5,5,5
ARHGAP27,14542.5,5,5,6
BRD9,13464.5,5,5,6
